video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=Cibof3UtgK8&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@ChelseaCallahan,Chelsea Callahan,Moving to New York City in 2023? What to ACTUALLY expect.,234K,1 year,This is what no one tells you about what living in NYC in 2023 if you're just an average person like me. If you're going to move ...,2024-01-26 21:42:05.528873
/watch?v=KMBLMLq22tw&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@HereBeBarr,Here Be Barr,10 Things I Wish I Knew Before Moving to NYC...,43K,2 months,"Shout out to our Highline and Higher Members: ActionKid , Chelsea Prince, Robin Palmer, Gerome L David, Susie Okimoto, ...",2024-01-26 21:42:05.531832
/watch?v=UQA4EsdxqJU&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@iovany_Meslab,iovany_MesLab,Moving to New York! How Does Oyuki Feel about it.....podcast #2,1.9K,17 hours,"Some of the Equipment I use: 36"" cellphone tripod for slots https://amzn.to/2MVsz3Q 60"" cellphone tripod for slots ...",2024-01-26 21:42:05.533984
/watch?v=ZTEN359V8pI&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/channel/UCkFQXXAd61-_jRLSkCLa81w,The Wombats,The Wombats - Moving to New York (Official Video),2.5M,16 years,"Official Video for ""Moving to New York"" by The Wombats Follow The Wombats: Facebook: https://facebook.com/thewombatsuk ...",2024-01-26 21:42:14.346067
/watch?v=83bLfZlBpnU&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@ShelbyChurch,Shelby Church,Apartment Hunting in NYC in 2023 *with prices*,335K,4 months,"I went to NYC to decide if I want to move here - so I'm taking you all along on some apartment tours! FiDi apartments: 20 Broad, ...",2024-01-26 21:42:14.349717
/watch?v=4X3hDrlc5I4&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@RRindustry,RRindustry,The Wombats - Moving to New York,3.2M,14 years,"The Wombats are an indie band from Liverpool, UK. They comprise two native Liverpudlians; Matthew Murphy, provider of vocals, ...",2024-01-26 21:42:14.351990
/watch?v=dIJ3ww1-JRg&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@ColtKirwan,Colt Kirwan,Moving to New York City at 22,266K,7 months,"Moving out of your parents house is a big step in anyones life. In this video, I take you along that journey for me as I move to NYC ...",2024-01-26 21:42:14.354515
/watch?v=aWkwxIJnieU&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@lenalifts,LenaLifts,moving into my dream NYC apartment: empty apartment tour & living alone!,346K,2 weeks,"I moved into my dream NYC high rise apartment! come move in with me, living alone in NYC, and empty NYC apartment tour ...",2024-01-26 21:42:14.358306
/watch?v=z68vAOQuyho&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@JENerationDIY,JENerationDIY,moving to New York City alone,208K,7 months,"yes i did just finish my new condo renovations. yes i am going through my quarter life crisis right now. anyway, here's me moving ...",2024-01-26 21:42:14.360743
/watch?v=dNY7e54j4UM&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@nk.medani,NK Medani,"Q&A: Living in New York, NYC apartment hunting, dating in my late 20s, my full-time job, NYC recs",632,2 days,Welcome & happy you're here! Let's chat about your questions! QUESTIONS in order: 1. how old are you? 2. how tall are you?,2024-01-26 21:42:14.363054
/watch?v=zFRXI6qehnY&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@mohuyakhan,Mohuya Khan,EVERYTHING you should know before moving to NYC in 2024 (how much $$$ you should save up + more),3.4K,2 weeks,trying to move to NYC this year? this is the most CONCISE + informational video for u. we're starting off 2024 strong by doing the ...,2024-01-26 21:42:14.366384
/watch?v=fD92J4W9n04&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@RoadrunnerRecords,Roadrunner Records,The Wombats - Moving To New York [OFFICIAL VIDEO],2.2M,14 years,"LYRICS I've just had the craziest week, Like a party bag of lies, booze and then deceit. And I don't know why I want to voice this ...",2024-01-26 21:42:14.369162
/watch?v=KsOPCNQapjo&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@maiphammy,Mai Pham,MOVING TO NEW YORK ALONE AT 19!,2.8M,1 year,⇢ Q: Where do you live? NYC (originally from Canada) ⇢ Q: What camera do you use? A: Canon M50 + 11-22mm ⇢ Q: What ...,2024-01-26 21:42:14.371969
/watch?v=aZ4v8f_WMvk&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@ChelseaCallahan,Chelsea Callahan,Moving to New York City in 2023? Know this BEFORE moving.,109K,10 months,No one talks about the DETAILS of planning to move to new york city and what to do right when you get to the city. UNTIL NOW. lol ...,2024-01-26 21:42:14.375750
/watch?v=KFMhR1w0tjA&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@WorldAccordingToBriggs,World According To Briggs,Real Reasons People Won't Move to New York.,265K,7 months,"Why Nobody Wants to Move to New York Anymore. New York State is shrinking in population. There are many reasons for this, ...",2024-01-26 21:42:14.378567
/watch?v=L2YtmqCeNz8&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@DarViajar,Ryan Flynn,How to Move to NYC on a Budget in 2024,16K,9 months,New York City is an intimidating place to move to. This guide will help you in your move to the big apple by breaking down the ...,2024-01-26 21:42:14.380976
/watch?v=HzX7yecdMgY&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@SydneySerena,Sydney Serena,Moving to New York City Alone ★ MOVING VLOGS ep.1,298K,3 months,moving to NYC alone... episode 1. i can't wait to share this new chapter of my life with you guys!! follow me on insta- ...,2024-01-26 21:42:14.384475
/watch?v=bCVIP7ZOI-U&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@Lindsiann,Lindsiann,I Moved to New York City Alone at 20,161K,7 months,nyc baby ;) Socials ^_−☆ Instagram: @lindsiannshi Depop: @lindsiclothes Tik Tok- @lindsiann Pinterest- Lindsiann Amazon ...,2024-01-26 21:42:14.387017
/watch?v=bKD3xdldZ3k&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@KellyWakasa,Kelly Wakasa,Moving to New York City!,728K,2 years,ROOMIES!! @urmomashley @ELLIOTCHOY @annemariechase Follow My Brand - https://www.instagram.com/dowhatexcites/ ...,2024-01-26 21:42:14.390401
/watch?v=7jy3o0stxOQ&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@alexiseldredge,alexis eldredge,MOVING INTO MY NEW NYC APARTMENT (and leaving my nyc studio) *a realistic moving vlog*,68K,2 months,moving into my new nyc apartment!!! spend a few days moving out of my nyc studio and into my nyc 3 bedroom apartment. in this ...,2024-01-26 21:42:14.393393
/watch?v=EicSWcQsSRs&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@aliazaita,alia zaita,I moved to NYC!,117K,4 months,eeeekkkkkk! we're in new york cityyyyy i can't believe we actually live here...? saying the last couple of months have been ...,2024-01-26 21:42:23.928398
/watch?v=cTEyGumjzU0&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@alexiseldredge,alexis eldredge,i am starting a new chapter of my life in new york city.,59K,2 months,"i am starting a brand new chapter of my life in new york city and i am taking you along with me. but first, i reflect on the time in my ...",2024-01-26 21:42:23.935387
/watch?v=xPBtA8bQEos&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@ChelseaCallahan,Chelsea Callahan,I'M MOVING IN NEW YORK CITY: A *chaotic* packing vlog + NEW apartment preview,93K,4 months,"That's right, I'm moving out of my tiny nyc studio apartment into a much bigger space (still in nyc though) and am SO EXCITED and ...",2024-01-26 21:42:23.940623
/watch?v=al1Cn92ReIg&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@hesiworld,Hesi World,This New Knicks Trade is a Bigger Chess Move Than You Think,No,2 hours,"This New Knicks Trade is a Bigger Chess Move Than You Think If you're a Knicks fan, you're probably PISSED you just lost your ...",2024-01-26 21:42:23.948480
/watch?v=KBwH0Z0NBz4&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@MicarahTewers,Micarah Tewers,Moving To New York- A Riveting Vlog!,752K,8 months,I can't wait for you to shop my lil collection! scoot your booty on over to thredUP and be sure to use code MICARAH for 40% off ...,2024-01-26 21:42:23.960168
/watch?v=vfeykrN46g0&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@DarViajar,Ryan Flynn,Everything You Need to Know Before Moving to NYC in 2024,5.2K,4 months,Consider this your complete guide to moving to New York City. Buy me a taco! https://www.buymeacoffee.com/ryanflynn My ...,2024-01-26 21:42:23.963677
/watch?v=3YPn6w54duc&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@DefendingEmployers,Defending Employers Podcast,Episode 306: Ending Future Exposure in New York: The Release and Resignation Guide,No,4 hours,"Your goal is to move your New York workers' compensation case to a timely closure, but there are some commonly-overlooked ...",2024-01-26 21:42:23.966018
/watch?v=3y7fRg7w2DE&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@ABCNews,ABC News,"LIVE: ABC News Live - Thursday, January 25",101K,Streamed 17 hours,"ABC News Live is ABC News' award-winning 24/7 streaming news channel with live coverage as news breaks, up-to- the-minute ...",2024-01-26 21:42:23.981452
/watch?v=QwECIxMS53s&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@DefendingEmployers,Defending Employers Podcast,Episode 299: Don’t Overlook Risk Transfer When Closing Cases in New York,No,4 hours,"Your goal is to move your New York workers' compensation case to a timely closure, but there are some commonly-overlooked ...",2024-01-26 21:42:23.984435
/watch?v=OAFMetebHSg&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@Postmail66,The Postmaster ,💥 Mindblowing AS NEW YORK HIGH COURT MAKES THIS UNEXPECTED UNFRIENDLY MOVE against trump,No,22 hours,video #breakingnews #news #comment #reaction #share #reels #subscribe #trump #facts #like #trumplatestnews #fyp #factnews ...,2024-01-26 21:42:23.986640
/watch?v=MiEe07Cnclk&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@ELLIOTCHOY,Elliot Choy,Moving into a new NYC apartment 📦,550K,2 months,time to move into a new NYC apartment ~ really excited about this one :) instagram: https://instagram.com/elliotchoy if you're ...,2024-01-26 21:42:23.989087
/watch?v=2JcYwDyv5Ws&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@ChelseaCallahan,Chelsea Callahan,MOVING OUT of my tiny NYC studio apartment 🥹 *NEW apartment reveal*,130K,4 months,Love me some Waterdrop   Use my code CHELSEA for 15% off for 3 weeks using this link: ...,2024-01-26 21:42:23.997770
/watch?v=qEWhYWYXBy4&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@dobochobo,dobochobo,moving to new york! & living alone for the first time... ㅠㅠ,310K,6 months,"I'M IN NEW YORK! so grateful for this opportunity, i can't wait to share more of my adventures with you all :') until next time, ...",2024-01-26 21:42:24.002994
/watch?v=zVN3XJ-jse8&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@KellyWakasa,Kelly Wakasa,Moving into My New NYC Apartment,820K,2 months,"comment ""i saw the dog in the closet earlier it's a german shepard"" if you see this hehehe JOIN MY SECRET DISCORD ...",2024-01-26 21:42:24.016246
/watch?v=cpVK4o4APp4&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/channel/UCwTAaN3uqNogOBAluy8zzDg,steven morea,moving into my new nyc apartment,64K,9 months,"if you liked this video, give it a thumbs up! FOLLOW ME: INSTAGRAM: @stevenmorea TWITTER: @StevenMorea TIKTOK: ...",2024-01-26 21:42:24.019394
/watch?v=ao03Ylb2148&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@HereBeBarr,Here Be Barr,What I Wish I Knew Before Moving To New York City,52K,1 year,Moving to New York City 7 Hard Truths Chapter List: 0:00- Intro 0:11- 1) Never Too Old To Move to NYC 1:23- 2) Don't Let Brokers ...,2024-01-26 21:42:24.023563
/watch?v=ne8bokGfY2o&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@Hannahtharrell,Hannah Harrell,VLOG: moving to NYC,59K,11 months,"Six months in the making, and we finally made it to New York   This was definitely a process to say the least, but I'm so excited ...",2024-01-26 21:42:33.792947
/shorts/uBT3J8dRB64,/@GiannaChristine,Gianna Christine,how to live in NYC for cheap! #shorts,605K,2 years,This is how i afford to live in new york city for cheap no i don't have an off but i do have multiple jobs i'll pay for it first i share a ...,2024-01-26 21:42:33.796017
/watch?v=nd6ip-tNnOs&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@Alexissparks,Alexis Sparks,I packed up my entire life and moved to new york city,9.9K,3 days,"I have been holding this secret for so long, I moved to New York! Here is my 1st Moving Vlog! Hope you enjoy my Moving to New ...",2024-01-26 21:42:33.799014
/watch?v=SmMpBiXcuJs&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@DrewJoiner,Drew Joiner,I Moved to New York City at 25,40K,4 months,I am excited to announce that I have officially moved to New York City! The last 3 years on this channel have been absolutely ...,2024-01-26 21:42:33.802865
